Viaje	MSE	RMSE	MAE	MAPE	DESV
1	0.00591545258955	0.0769119794931	0.0618907907457	226.743547006	0.0456616098098
2	0.00828913212157	0.0910446710224	0.0699183353437	239.352624629	0.058314307887
3	0.00843261315316	0.0918292608767	0.0703852801791	430.624014432	0.058979025825
4	0.00698144199473	0.0835550237552	0.0640081958538	201.512554771	0.0537065439054
5	0.0119944889145	0.109519354063	0.0878560097507	88.4923356788	0.0653896816414
6	0.0101125625811	0.100561237965	0.0801782487863	168.43975944	0.0606960542593
7	0.0092910006812	0.0963898370224	0.0780874314015	53.0099071699	0.0565097667515
8	0.0117350746788	0.108328549694	0.0857517543406	97.8764958262	0.0661944960425
9	0.0105701703066	0.102811333551	0.0801080291685	98.4322665272	0.0644427961013
10	0.0128791740214	0.113486448625	0.0904431847703	104.470754772	0.0685507428846
11	0.00579845678155	0.0761475986591	0.0609630211485	66.6108673969	0.0456285747531
12	0.011734461405	0.108325719037	0.0819417163271	69.2409658427	0.0708520749896
13	0.00474349117617	0.0688730076021	0.0548601173477	38.0260575616	0.04163962897
14	0.00953190675946	0.0976314844682	0.0815218270474	256.757493754	0.0537224205925
15	0.00637592024684	0.0798493597147	0.0610774567695	133.24795593	0.0514340793775
16	0.00952355680235	0.0975887124741	0.0772847213696	73.4196947058	0.0595871516787
17	0.0102594880965	0.101289131186	0.0790020897284	81.0312508374	0.0633889415829
18	0.00833026030114	0.091270259675	0.0704925928309	117.487946866	0.0579746035529
19	0.00773490956223	0.0879483346189	0.069910637078	126.92171551	0.0533611505271
20	0.00392740582187	0.0626690180382	0.0486170812866	40.5380424834	0.0395447244148
21	0.0124997834018	0.111802430214	0.0867672129434	95.1218620858	0.0705069795114
22	0.00560522211137	0.0748680313042	0.0595793054454	67.7998224903	0.045337936367
23	0.00816318850378	0.0903503652664	0.0694992952302	140.946098854	0.0577324559177
24	0.00948705518415	0.0974015153073	0.072405951494	201.799747031	0.065149315978
25	0.0143820497357	0.11992518391	0.0920623808612	293.670643149	0.076854198102
26	0.00932178690888	0.0965494013906	0.0750802812335	143.060601804	0.0607020450955
27	0.0123673409669	0.111208547184	0.0832541570898	148.2122845	0.073729819572
28	0.0131133613837	0.114513586022	0.0914046318111	185.307658734	0.068982277921
29	0.00772338494613	0.0878827909555	0.0665285252157	206.172319007	0.0574224718968
30	0.00964593426817	0.0982137173116	0.0801931481115	109.753350304	0.0567009106113
31	0.0086007263834	0.0927401012691	0.0748407176012	142.588267047	0.054768543639
32	0.0111666303647	0.105672278128	0.076752188583	262.763425642	0.0726342337501
33	0.00841715211282	0.0917450386278	0.0743825054091	200.604624082	0.0537065638622
34	0.00946444766421	0.0972853928615	0.0715882114558	79.3669255854	0.0658754555565
35	0.00783413190842	0.0885106316124	0.0691763967645	260.801858943	0.0552155597555
36	0.00880770503259	0.0938493741726	0.0681698410299	131.960832301	0.064502541086
37	0.0147035717387	0.121258285237	0.0810685863274	131.778960718	0.0901745864952
38	0.00543504749105	0.0737227745751	0.055051599886	34.7564732361	0.0490343638793
39	0.00712035767975	0.0843822118681	0.0655700942665	215.781555608	0.0531123377158
40	0.0148459226178	0.121843845219	0.0943895998799	80.4869232462	0.077048854971
41	0.00703683106822	0.0838858216162	0.0641588837717	233.861286943	0.0540413610246
42	0.00680286051795	0.0824794551264	0.0631236009113	80.7008951856	0.0530873951701
43	0.00945334241033	0.0972283004599	0.0760189434402	73.1278657222	0.060617346103
44	0.00811275245656	0.0900708191179	0.0720028436747	204.500162339	0.0541141659764
45	0.00682125106932	0.082590865532	0.0582156091049	219.135993082	0.0585849291701
46	0.00678302819296	0.0823591415264	0.0616491016599	66.436490139	0.0546115048089
47	0.00929961124307	0.0964344919781	0.0733753705492	156.636079325	0.0625752845765
