epoch	loss
0	0.027655697326898716
0	0.022374312184831161
0	0.021059247283632981
0	0.020152206758855418
0	0.019560830272574256
0	0.019175469268386071
0	0.018855359209265083
0	0.018543105574408029
0	0.018243084134749191
0	0.018019742099018504
0	0.017871343490417538
0	0.017761544420633848
0	0.02867149053538736
0	0.024338700711387402
0	0.023222928496489936
0	0.021023634531429261
0	0.019752556003984151
0	0.019284864513436546
0	0.019059085035650725
0	0.018887145326860821
0	0.018747514136275886
0	0.01862557494252157
0	0.018511049207432129
0	0.018398219239175034
0	0.018284613291741129
0	0.018168007145415596
0	0.018045949814447144
0	0.017923998021834631
0	0.017803426725768869
0	0.017682408150860498
0	0.017559569246123508
0	0.017435766865390077
0	0.017314220787913625
0	0.017199001590956931
0	0.017096266501182251
0	0.017012521392909142
0	0.016947594197316833
0	0.016897290919248725
0	0.016857807609642859
0	0.016824274299421911
0	0.016796956458848229
0	0.016772289520951111
0	0.016750438167345099
0	0.016730295510429039
0	0.01671250596072819
0	0.016695880826226341
0	0.016679802916078026
0	0.016664566716603296
0	0.016650677618194429
0	0.016636923154890858
0	0.016624854021525349
0	0.016611680035204829
0	0.016599366137215972
0	0.016587972207885028
0	0.016576630666790694
0	0.016565344900451771
0	0.016554537809829718
0	0.0165437463178306
0	0.016533614732227638
0	0.016523390072596136
0	0.016513862593170173
0	0.016503702388202528
