Viaje	MSE	RMSE	MAE	MAPE	DESV
59	0.0174895472011	0.132248051786	0.0987993716783	138.65190828	0.0879103597825
60	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
61	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
62	0.0215154850669	0.146681577122	0.126804169523	42.9827530659	0.0737305069729
63	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
64	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
65	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
66	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
67	0.011450404377	0.107006562308	0.0854162267002	60.76773173	0.0644551983423
68	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
69	0.0215154850669	0.146681577122	0.126804169523	42.9827530659	0.0737305069729
70	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
71	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
72	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
73	0.0145276017614	0.120530501374	0.0977193964965	267.524986277	0.0705586373857
74	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
75	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
76	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
77	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
78	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
79	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
80	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
81	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
82	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
83	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
84	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
85	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
86	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
87	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
88	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
89	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
90	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
91	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
92	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
93	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
94	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
95	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
96	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
97	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
98	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
99	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
100	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
101	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
102	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
103	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
104	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
105	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
106	0.00867101133294	0.0931182653025	0.073931564311	91.1810182983	0.056613912879
107	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
108	0.0178377138202	0.133557904372	0.105617875706	66.1734831024	0.0817470375708
109	0.00867101133294	0.0931182653025	0.073931564311	91.1810182983	0.056613912879
110	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
111	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
112	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
113	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
114	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
115	0.0137926914869	0.117442290028	0.0977537614522	50.2814910323	0.0650914250027
116	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
117	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
118	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
119	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
120	0.0196503649249	0.140179759327	0.111101702796	126.559397671	0.0854796850766
121	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
122	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
123	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
124	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
125	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
126	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
127	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
128	0.0145036374033	0.120431048336	0.0943462688117	114.924515177	0.0748493083776
129	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
130	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
131	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
132	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
133	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
134	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
135	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
136	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
137	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
138	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
139	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
140	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
141	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
142	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
143	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
144	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
145	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
146	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
147	0.0299507943816	0.173062978079	0.14265398351	198.068402832	0.0979828320181
148	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
149	0.0175452822969	0.132458605975	0.100856605476	65.8017816739	0.0858674992575
150	0.0177651312117	0.133285900273	0.105444636672	136.95821368	0.0815264362568
151	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
152	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
153	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
154	0.0137926914869	0.117442290028	0.0977537614522	50.2814910323	0.0650914250027
155	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
156	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
157	0.00839308710215	0.0916137931872	0.0750066561949	65.838736714	0.0526031237533
158	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
159	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
160	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
161	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
162	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
163	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
164	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
165	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
166	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
167	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
168	0.0175452822969	0.132458605975	0.100856605476	65.8017816739	0.0858674992575
169	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
170	0.0175452822969	0.132458605975	0.100856605476	65.8017816739	0.0858674992575
171	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
172	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
173	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
174	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
175	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
176	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
177	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
178	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
179	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
180	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
181	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
182	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
183	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
184	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
185	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
186	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
187	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
188	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
189	0.011450404377	0.107006562308	0.0854162267002	60.76773173	0.0644551983423
190	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
191	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
192	0.0154835059856	0.124432736792	0.0968973038137	194.638384808	0.0780667566845
193	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
194	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
195	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
196	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
197	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
198	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
199	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
200	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
201	0.0215154850669	0.146681577122	0.126804169523	42.9827530659	0.0737305069729
202	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
203	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
204	0.00753655487665	0.0868133335188	0.0635731830197	125.705254727	0.0591185696495
205	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
206	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
207	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
208	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
209	0.0145276017614	0.120530501374	0.0977193964965	267.524986277	0.0705586373857
210	0.0215154850669	0.146681577122	0.126804169523	42.9827530659	0.0737305069729
211	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
212	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
213	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
214	0.0174895472011	0.132248051786	0.0987993716783	138.65190828	0.0879103597825
215	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
216	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
217	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
218	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
219	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
220	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
221	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
222	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
223	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
224	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
225	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
226	0.00686092923472	0.0828307263926	0.0617438665622	180.182941028	0.0552143475617
227	0.0145276017614	0.120530501374	0.0977193964965	267.524986277	0.0705586373857
228	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
229	0.00623782130628	0.0789798791229	0.0582428259449	153.777726628	0.0533441143166
230	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
231	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
232	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
233	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
234	0.0154608440315	0.124341642387	0.0978349235991	40.6049427571	0.0767409392428
235	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
236	0.0137926914869	0.117442290028	0.0977537614522	50.2814910323	0.0650914250027
237	0.011450404377	0.107006562308	0.0854162267002	60.76773173	0.0644551983423
238	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
239	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
240	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
241	0.0137751282703	0.117367492392	0.0943031663561	58.4534489112	0.0698716042861
242	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
243	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
244	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
245	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
246	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
247	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
248	0.0211056951113	0.145277992522	0.118025611371	68.824229496	0.084709209486
249	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
250	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
251	0.0189522343352	0.137667114211	0.108158422297	88.3900449013	0.0851703588202
252	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
253	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
254	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
255	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
256	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
257	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
258	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
259	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
260	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
261	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
262	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
263	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
264	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
265	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
266	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
267	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
268	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
269	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
270	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
271	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
272	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
273	0.0131809140312	0.114808161866	0.0925475225516	88.8413182868	0.06794019503
274	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
275	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
276	0.0137926914869	0.117442290028	0.0977537614522	50.2814910323	0.0650914250027
277	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
278	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
279	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
280	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
281	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
282	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
283	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
284	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
285	0.0147357232041	0.121390787147	0.096802351473	41.7545267035	0.0732463511272
286	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
287	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
288	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
289	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
290	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
291	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
292	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
293	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
294	0.0150955697992	0.122864029721	0.0984847600996	86.3390754738	0.073459661225
295	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
296	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
297	0.0152485561919	0.123485044406	0.0975400957041	55.0664697524	0.075726388544
298	0.0101517869206	0.100756076346	0.0785479107083	38.7337731026	0.0631031904422
299	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
300	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
301	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
302	0.0178377138202	0.133557904372	0.105617875706	66.1734831024	0.0817470375708
303	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
304	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
305	0.0201897964646	0.142090803589	0.11434478962	49.5448068682	0.0843508479586
306	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
307	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
308	0.0164112351469	0.128106343117	0.104859210321	68.8190101442	0.0735919911258
309	0.0145036374033	0.120431048336	0.0943462688117	114.924515177	0.0748493083776
310	0.0129847156344	0.11395049642	0.0892839323965	73.7073635077	0.0708032135589
311	0.0177651312117	0.133285900273	0.105444636672	136.95821368	0.0815264362568
312	0.0154835059856	0.124432736792	0.0968973038137	194.638384808	0.0780667566845
313	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
314	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
315	0.0145036374033	0.120431048336	0.0943462688117	114.924515177	0.0748493083776
316	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
317	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
318	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
319	0.0178377138202	0.133557904372	0.105617875706	66.1734831024	0.0817470375708
320	0.0116483483985	0.107927514557	0.0861818373952	89.3522423008	0.064969525946
321	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
322	0.0123248043266	0.111017135284	0.0881456604023	82.745180441	0.0674918282374
323	0.0161223684981	0.12697388904	0.10235017533	97.7820046951	0.0751452600495
324	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
325	0.0145036374033	0.120431048336	0.0943462688117	114.924515177	0.0748493083776
326	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
327	0.0189330390952	0.137597380408	0.111064316445	104.045272579	0.0812265763631
328	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
329	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
330	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
331	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
332	0.0152538384729	0.123506430897	0.0963782508876	144.150262911	0.0772338735834
333	0.0203106267856	0.142515356315	0.120779387391	66.639970275	0.0756502899337
334	0.0196503649249	0.140179759327	0.111101702796	126.559397671	0.0854796850766
335	0.0175452822969	0.132458605975	0.100856605476	65.8017816739	0.0858674992575
336	0.013226026179	0.115004461561	0.0953741017001	61.9076153539	0.0642635736934
337	0.0129183423714	0.11365888602	0.0895790682939	40.6559725844	0.0699566501125
338	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
339	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
340	0.0202107513477	0.142164522113	0.111319343709	74.2885177798	0.0884237245532
341	0.0299507943816	0.173062978079	0.14265398351	198.068402832	0.0979828320181
342	0.0154594387097	0.124335991208	0.10363488726	278.674467163	0.0686967892437
343	0.0177651312117	0.133285900273	0.105444636672	136.95821368	0.0815264362568
344	0.0102544728537	0.101264371097	0.0793096690385	50.1112211152	0.0629638725835
345	0.0175452822969	0.132458605975	0.100856605476	65.8017816739	0.0858674992575
346	0.0103065668568	0.101521263077	0.081390553749	36.2045521936	0.0606806774615
347	0.0299507943816	0.173062978079	0.14265398351	198.068402832	0.0979828320181
348	0.0177651312117	0.133285900273	0.105444636672	136.95821368	0.0815264362568
349	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
350	0.0174672604702	0.132163763832	0.100281064061	84.1540114523	0.0860869831104
351	0.0178377138202	0.133557904372	0.105617875706	66.1734831024	0.0817470375708
352	0.0137598217063	0.117302266416	0.0910774221201	86.6770790724	0.0739237775433
353	0.0140781419169	0.118651346039	0.0962313276547	374.474848311	0.0694094625736
354	0.019480866734	0.139573875543	0.113814491539	66.9832255639	0.0807906445681
355	0.0191306093132	0.138313445887	0.113665969351	156.461756484	0.0788077199567
356	0.0143648562557	0.11985347828	0.0914811146177	69.7581612059	0.0774342425807
