Fecha	Hora fin	Cantidad de pares de viajes	Precision binaria	Precision caso a caso
20161109	73800	17.0	0.529411764706	0.899830024889
20161110	25200	21.0	0.666666666667	0.875181960896
20161110	27000	17.0	0.647058823529	0.892370448179
20161110	28800	27.0	0.777777777778	0.909554981046
20161110	30600	15.0	0.866666666667	0.970285714286
20161110	32400	1.0	0.0	0.846153846154
20161110	34200	21.0	0.52380952381	0.856579509276
20161110	36000	27.0	0.666666666667	0.890854310299
20161110	37800	17.0	0.705882352941	0.914775910364
20161110	39600	5.0	1.0	1.0
20161110	41400	13.0	0.615384615385	0.759167924678
20161110	43200	21.0	0.52380952381	0.817622033139
20161110	45000	15.0	0.733333333333	0.895272011939
20161110	46800	11.0	0.636363636364	0.930169403854
20161110	48600	21.0	0.619047619048	0.848838377884
20161110	50400	39.0	0.641025641026	0.880377091232
20161110	52200	29.0	0.827586206897	0.888813777518
20161110	54000	15.0	0.6	0.874363089018
20161110	55800	15.0	0.666666666667	0.918766648422
20161110	57600	15.0	0.8	0.867736486486
20161110	59400	15.0	0.666666666667	0.913504273504
20161110	61200	21.0	0.761904761905	0.917725154578
20161110	63000	19.0	0.631578947368	0.906256024677
20161110	64800	11.0	0.909090909091	0.927027027027
20161110	66600	11.0	0.636363636364	0.810154173312
20161110	68400	11.0	0.909090909091	0.929041546689
20161110	70200	13.0	0.769230769231	0.862885755549
20161110	72000	17.0	0.705882352941	0.896129605688
20161110	73800	25.0	0.68	0.89329468599
20161111	25200	19.0	0.736842105263	0.948952974542
20161111	27000	17.0	0.588235294118	0.955141469489
20161111	28800	23.0	0.782608695652	0.929501555844
20161111	30600	7.0	0.857142857143	0.857142857143
20161111	32400	1.0	0.0	0.861111111111
20161111	34200	15.0	0.6	0.874325468845
20161111	36000	19.0	0.631578947368	0.878070175439
20161111	37800	7.0	1.0	0.952380952381
20161111	45000	9.0	0.777777777778	0.820207570208
20161111	46800	17.0	0.647058823529	0.810491451204
20161111	48600	21.0	0.666666666667	0.870131111101
20161111	50400	27.0	0.481481481481	0.840785546487
20161111	52200	31.0	0.741935483871	0.785311812344
20161111	54000	11.0	0.909090909091	0.850589225589
20161111	55800	3.0	0.666666666667	0.728728728729
20161111	57600	19.0	0.736842105263	0.831555662806
20161111	59400	19.0	0.789473684211	0.946605957461
20161111	61200	5.0	0.8	0.853333333333
20161111	64800	3.0	0.666666666667	0.970588235294
20161111	66600	7.0	0.571428571429	0.922519713919
20161111	68400	9.0	0.555555555556	0.894499914661
20161111	70200	11.0	0.454545454545	0.762531721152
20161111	72000	19.0	0.789473684211	0.865978946539
20161111	73800	29.0	0.586206896552	0.889953031585
20161114	25200	23.0	0.826086956522	0.928657032846
20161114	27000	17.0	0.705882352941	0.933843911785
20161114	28800	21.0	0.619047619048	0.806780943316
20161114	30600	21.0	0.52380952381	0.816255611047
20161114	32400	23.0	0.652173913043	0.901471222968
20161114	34200	31.0	0.677419354839	0.884851497998
20161114	36000	27.0	0.666666666667	0.823635210387
20161114	37800	15.0	1.0	0.933333333333
20161114	39600	1.0	1.0	1.0
20161114	43200	7.0	0.571428571429	0.805984555985
20161114	45000	11.0	0.909090909091	0.821934939075
20161114	46800	7.0	0.857142857143	0.987755102041
20161114	48600	3.0	0.333333333333	0.954954954955
20161114	50400	7.0	0.571428571429	0.940592334495
20161114	52200	9.0	0.555555555556	0.93
20161114	54000	1.0	1.0	1.0
20161114	57600	9.0	0.333333333333	0.914063061122
20161114	59400	17.0	0.823529411765	0.902522742843
20161114	61200	9.0	0.888888888889	0.807992202729
20161114	63000	7.0	0.714285714286	0.96992481203
20161114	64800	9.0	0.777777777778	0.979532163743
20161114	66600	11.0	0.727272727273	0.93264018484
20161114	68400	11.0	0.818181818182	0.946645021645
20161114	70200	19.0	0.736842105263	0.79297280959
20161114	72000	27.0	0.814814814815	0.77025028286
20161114	73800	23.0	0.739130434783	0.812654036024
20161115	25200	21.0	0.761904761905	0.91344762323
20161115	27000	19.0	0.631578947368	0.849466927507
20161115	28800	21.0	0.571428571429	0.880161932536
20161115	30600	31.0	0.58064516129	0.811411650797
20161115	32400	33.0	0.757575757576	0.866191966267
20161115	34200	27.0	0.777777777778	0.829290243939
20161115	36000	17.0	0.705882352941	0.938850182362
20161115	37800	11.0	0.909090909091	0.911026473526
20161115	39600	7.0	0.857142857143	0.918367346939
20161115	46800	5.0	0.6	0.972972972973
20161115	48600	15.0	0.733333333333	0.857895752896
20161115	50400	27.0	0.592592592593	0.8798680661
20161115	52200	21.0	0.809523809524	0.835147331244
20161115	54000	21.0	0.666666666667	0.851192776845
20161115	55800	9.0	0.777777777778	0.847222222222
20161115	57600	7.0	0.571428571429	0.911462521219
20161115	59400	19.0	0.894736842105	0.938922140879
20161115	61200	15.0	0.8	0.884436739731
20161115	63000	15.0	0.666666666667	0.9113003663
20161115	64800	15.0	0.733333333333	0.917166119321
20161115	66600	15.0	0.733333333333	0.903156288156
20161115	68400	15.0	0.666666666667	0.948510415177
20161115	70200	19.0	0.736842105263	0.880191096402
20161115	72000	23.0	0.782608695652	0.858888899049
20161115	73800	21.0	0.809523809524	0.94449319023
20161116	25200	19.0	0.578947368421	0.859981607244
20161116	27000	19.0	0.684210526316	0.893288900268
20161116	28800	25.0	0.64	0.883955599597
20161116	30600	35.0	0.8	0.869893922911
20161116	32400	29.0	0.689655172414	0.877381042181
20161116	34200	31.0	0.774193548387	0.832351725543
20161116	36000	29.0	0.655172413793	0.84247799392
20161116	37800	15.0	0.733333333333	0.914053426249
20161116	39600	1.0	0.0	0.928571428571
20161116	41400	3.0	0.666666666667	0.959349593496
20161116	43200	7.0	0.857142857143	0.880893736805
20161116	45000	11.0	0.545454545455	0.764151069029
20161116	46800	17.0	0.823529411765	0.850740934332
20161116	48600	21.0	0.809523809524	0.931877453176
20161116	50400	35.0	0.771428571429	0.88688513901
20161116	52200	35.0	0.628571428571	0.856800618448
20161116	54000	21.0	0.714285714286	0.901845916429
20161116	55800	13.0	0.923076923077	0.92899408284
20161116	57600	5.0	0.8	0.994736842105
20161116	59400	7.0	0.571428571429	0.863799283154
20161116	61200	7.0	0.714285714286	0.975609756098
20161116	63000	15.0	0.666666666667	0.881354081354
20161116	64800	15.0	0.866666666667	0.887478632479
20161116	66600	11.0	0.727272727273	0.83266758494
20161116	68400	19.0	0.631578947368	0.902315104399
20161116	70200	11.0	0.909090909091	0.99696969697
20161116	72000	13.0	0.615384615385	0.893780525031
20161116	73800	27.0	0.666666666667	0.87819367754
20161117	25200	23.0	0.652173913043	0.875390621805
20161117	27000	23.0	0.565217391304	0.870918112372
20161117	28800	23.0	0.608695652174	0.803473357306
20161117	30600	23.0	0.652173913043	0.770638620867
20161117	32400	23.0	0.652173913043	0.836353339072
20161117	34200	35.0	0.657142857143	0.84073426339
20161117	36000	27.0	0.740740740741	0.799959916627
20161117	37800	5.0	0.2	0.64
20161117	45000	3.0	0.666666666667	0.69298245614
20161117	46800	15.0	0.666666666667	0.81276246171
20161117	48600	13.0	0.538461538462	0.829846267093
20161117	50400	13.0	0.692307692308	0.850051699735
20161117	52200	15.0	0.733333333333	0.948133848134
20161117	54000	19.0	0.631578947368	0.95284358346
20161117	55800	17.0	0.647058823529	0.876299408652
20161117	57600	15.0	0.666666666667	0.956886446886
20161117	59400	19.0	0.842105263158	0.915337329811
20161117	61200	11.0	0.727272727273	0.91159258432
20161117	63000	21.0	0.809523809524	0.79215969216
20161117	64800	17.0	0.647058823529	0.869327731092
20161117	66600	7.0	0.714285714286	0.974025974026
20161117	68400	7.0	0.571428571429	0.933673469388
20161117	70200	11.0	0.454545454545	0.925697489217
20161117	72000	19.0	0.736842105263	0.886369640317
20161117	73800	31.0	0.774193548387	0.828065719042
20161118	25200	25.0	0.64	0.891878298688
20161118	27000	27.0	0.740740740741	0.867217426282
20161118	28800	19.0	0.578947368421	0.884313389951
20161118	30600	21.0	0.428571428571	0.788221835661
20161118	32400	23.0	0.521739130435	0.783371886882
20161118	34200	37.0	0.594594594595	0.849187078994
20161118	36000	27.0	0.62962962963	0.812214826193
20161118	37800	17.0	0.647058823529	0.914770822859
20161118	39600	17.0	0.647058823529	0.959383753501
20161118	41400	9.0	1.0	1.0
20161118	43200	5.0	0.8	0.886070686071
20161118	45000	7.0	0.428571428571	0.822448979592
20161118	46800	7.0	0.714285714286	0.984555984556
20161118	48600	13.0	0.769230769231	0.916615656669
20161118	50400	29.0	0.551724137931	0.865609274377
20161118	52200	23.0	0.739130434783	0.803003886528
20161118	54000	15.0	0.6	0.896576054315
20161118	55800	19.0	0.736842105263	0.936896436896
20161118	57600	21.0	0.714285714286	0.925800564128
20161118	59400	13.0	0.692307692308	0.901596279537
20161118	61200	7.0	0.714285714286	0.903367653368
20161118	63000	7.0	0.857142857143	0.872260015117
20161118	64800	3.0	0.666666666667	0.666666666667
20161118	68400	7.0	0.571428571429	0.778870336013
20161118	70200	9.0	1.0	1.0
20161118	72000	13.0	0.769230769231	0.846157083657
20161118	73800	29.0	0.827586206897	0.880575443915
20161121	25200	19.0	0.526315789474	0.894152046784
20161121	27000	23.0	0.826086956522	0.953129507731
20161121	28800	23.0	0.565217391304	0.870490580092
20161121	30600	25.0	0.68	0.843067963713
20161121	32400	19.0	0.526315789474	0.813050208445
20161121	34200	27.0	0.703703703704	0.852534568454
20161121	36000	17.0	0.882352941176	0.927544351074
20161121	37800	7.0	0.714285714286	0.945812807882
20161121	39600	3.0	0.666666666667	0.666666666667
20161121	55800	1.0	0.0	0.904761904762
20161121	57600	9.0	0.555555555556	0.909672555372
20161121	59400	19.0	0.631578947368	0.87751938969
20161121	61200	21.0	0.809523809524	0.943677470988
20161121	63000	21.0	0.571428571429	0.825619482444
20161121	64800	15.0	0.8	0.921069488207
20161121	66600	3.0	0.666666666667	0.977777777778
20161121	68400	9.0	0.444444444444	0.865011531678
20161121	70200	13.0	0.692307692308	0.868694486342
20161121	72000	7.0	0.428571428571	0.907031262544
20161121	73800	13.0	1.0	0.77203053816
20161122	25200	21.0	0.714285714286	0.893660225833
20161122	27000	21.0	0.666666666667	0.847484744518
20161122	28800	19.0	0.421052631579	0.82788880095
20161122	30600	27.0	0.666666666667	0.901063317779
20161122	32400	29.0	0.655172413793	0.844288348835
20161122	34200	25.0	0.56	0.910494492159
20161122	36000	19.0	0.789473684211	0.903870373426
20161122	37800	11.0	0.909090909091	0.81540899188
20161122	39600	3.0	1.0	1.0
20161122	41400	1.0	1.0	1.0
20161122	43200	1.0	1.0	1.0
20161122	48600	15.0	0.466666666667	0.848995117185
20161122	50400	27.0	0.666666666667	0.841962005429
20161122	52200	21.0	0.619047619048	0.843444080286
20161122	54000	21.0	0.809523809524	0.967010164927
20161122	55800	17.0	0.764705882353	0.882819794585
20161122	57600	15.0	0.733333333333	0.936054778555
20161122	59400	15.0	0.733333333333	0.957113821138
20161122	61200	15.0	0.733333333333	0.901458885942
20161122	63000	15.0	0.733333333333	0.934294871795
20161122	64800	15.0	0.533333333333	0.879767861167
20161122	66600	15.0	0.733333333333	0.889346046674
20161122	68400	15.0	0.733333333333	0.871623671247
20161122	70200	17.0	0.647058823529	0.805417852044
20161122	72000	17.0	0.882352941176	0.982379438262
20161122	73800	17.0	0.764705882353	0.901493930906
20161123	25200	17.0	0.705882352941	0.94412022545
20161123	27000	19.0	0.789473684211	0.920695970696
20161123	28800	27.0	0.481481481481	0.787191426278
20161123	30600	27.0	0.703703703704	0.899530050846
20161123	32400	19.0	0.789473684211	0.838285229202
20161123	34200	31.0	0.548387096774	0.829226864439
20161123	36000	19.0	0.842105263158	0.941298467614
20161123	54000	1.0	0.0	0.875
20161123	55800	7.0	1.0	0.927637721755
20161123	61200	3.0	0.333333333333	0.82380952381
20161123	63000	17.0	0.764705882353	0.835792675793
20161123	64800	15.0	0.666666666667	0.932234432234
20161123	66600	11.0	0.727272727273	0.913479623824
20161123	68400	17.0	0.823529411765	0.90843837535
20161123	70200	21.0	0.761904761905	0.897807651146
20161123	72000	23.0	0.695652173913	0.817900730086
20161123	73800	15.0	0.866666666667	0.894682539683
20161124	25200	19.0	0.947368421053	0.867331640201
20161124	27000	19.0	0.578947368421	0.854163444912
20161124	28800	25.0	0.64	0.923147918096
20161124	30600	25.0	0.48	0.819081571276
20161124	32400	31.0	0.58064516129	0.813977528832
20161124	34200	27.0	0.666666666667	0.838943282255
20161124	36000	9.0	1.0	0.904761904762
20161124	37800	1.0	1.0	1.0
20161124	45000	3.0	0.333333333333	0.956140350877
20161124	46800	5.0	0.8	0.928205128205
20161124	48600	9.0	0.444444444444	0.835489060489
20161124	50400	23.0	0.608695652174	0.934086034086
20161124	52200	21.0	0.714285714286	0.862818421716
20161124	54000	9.0	1.0	0.979166666667
20161124	55800	9.0	0.777777777778	0.853395061728
20161124	57600	15.0	0.733333333333	0.882683329742
20161124	59400	15.0	0.866666666667	0.95730994152
20161124	61200	15.0	0.733333333333	0.924093223658
20161124	63000	13.0	0.692307692308	0.924969474969
20161124	64800	11.0	0.454545454545	0.834821428571
20161124	66600	15.0	0.666666666667	0.829453937875
20161124	68400	17.0	0.764705882353	0.941061581878
20161124	70200	11.0	0.909090909091	0.940585213312
20161124	72000	19.0	0.473684210526	0.772444260271
20161124	73800	21.0	0.571428571429	0.768974479804
20161125	25200	21.0	0.52380952381	0.918611579967
20161125	27000	21.0	0.666666666667	0.858173117475
20161125	28800	23.0	0.652173913043	0.806794558602
20161125	30600	33.0	0.636363636364	0.860910288542
20161125	32400	37.0	0.783783783784	0.834625182651
20161125	34200	33.0	0.606060606061	0.789532331274
20161125	36000	31.0	0.741935483871	0.875995531483
20161125	37800	23.0	0.782608695652	0.894126254181
20161125	39600	19.0	0.842105263158	0.848737227685
20161125	41400	25.0	0.72	0.789978354978
20161125	43200	23.0	0.739130434783	0.8872489194
20161125	45000	13.0	0.769230769231	0.881376518219
20161125	46800	27.0	0.62962962963	0.862326007761
20161125	48600	23.0	0.826086956522	0.861986740153
20161125	50400	29.0	0.689655172414	0.854938808333
20161125	52200	27.0	0.703703703704	0.881241200276
20161125	54000	7.0	1.0	1.0
20161125	57600	1.0	0.0	0.90243902439
20161125	59400	13.0	0.692307692308	0.881697713622
20161125	61200	13.0	0.692307692308	0.783669480926
20161125	63000	11.0	0.636363636364	0.91785226268
20161125	64800	15.0	0.666666666667	0.895292123523
20161125	66600	11.0	0.818181818182	0.752272727273
20161125	68400	11.0	0.636363636364	0.91294144452
20161125	70200	15.0	0.466666666667	0.921180371353
20161125	72000	15.0	0.8	0.867276422764
20161125	73800	21.0	0.571428571429	0.870399402542
20161128	25200	21.0	0.761904761905	0.954746431244
20161128	27000	23.0	0.652173913043	0.905478623443
20161128	28800	23.0	0.434782608696	0.84985658399
20161128	30600	31.0	0.709677419355	0.871843776039
20161128	32400	27.0	0.62962962963	0.873217766639
20161128	34200	29.0	0.724137931034	0.84858575089
20161128	36000	15.0	0.933333333333	0.885256410256
20161128	37800	5.0	1.0	1.0
20161128	39600	9.0	0.555555555556	0.890079365079
20161128	41400	11.0	0.545454545455	0.777727272727
20161128	43200	7.0	0.285714285714	0.897618873229
20161128	45000	9.0	0.555555555556	0.917641325536
20161128	46800	7.0	0.714285714286	0.96992481203
20161128	48600	17.0	0.647058823529	0.860206582633
20161128	50400	31.0	0.838709677419	0.891475220507
20161128	52200	23.0	0.782608695652	0.914187643021
20161128	54000	13.0	0.692307692308	0.93449285757
20161128	55800	17.0	0.588235294118	0.892949653898
20161128	57600	21.0	0.761904761905	0.92493969945
20161128	59400	13.0	0.923076923077	0.884315684316
20161128	61200	9.0	0.777777777778	0.980056980057
20161128	63000	15.0	0.533333333333	0.857410406358
20161128	64800	19.0	0.684210526316	0.662244626718
20161128	66600	17.0	0.411764705882	0.847739691522
20161128	68400	17.0	0.588235294118	0.725230145108
20161128	70200	15.0	0.666666666667	0.955111111111
20161128	72000	19.0	0.631578947368	0.896412640995
20161128	73800	21.0	0.666666666667	0.820614207221
20161129	25200	21.0	0.619047619048	0.909252571268
20161129	27000	19.0	0.789473684211	0.880804575541
20161129	28800	9.0	0.777777777778	0.881481481481
20161129	30600	9.0	0.444444444444	0.774622916728
20161129	32400	19.0	0.210526315789	0.5599394822
20161129	34200	29.0	0.758620689655	0.785066593687
20161129	36000	11.0	0.818181818182	0.840350558532
20161129	37800	1.0	0.0	0.707317073171
20161129	39600	9.0	0.222222222222	0.895569108548
20161129	41400	19.0	0.736842105263	0.89112560394
20161129	43200	9.0	0.888888888889	0.972222222222
20161129	45000	19.0	0.473684210526	0.832150589723
20161129	46800	27.0	0.740740740741	0.837640850581
20161129	48600	29.0	0.51724137931	0.834610072042
20161129	50400	29.0	0.724137931034	0.872044158101
20161129	52200	17.0	0.823529411765	0.899193170091
20161129	54000	15.0	0.8	0.876097497308
20161129	55800	13.0	0.846153846154	0.96627881922
20161129	57600	15.0	0.8	0.857626068376
20161129	59400	13.0	0.846153846154	0.909111721612
20161129	61200	15.0	0.6	0.869588636255
20161129	63000	19.0	0.631578947368	0.908303564341
20161129	64800	11.0	0.636363636364	0.904202741703
20161129	66600	11.0	0.636363636364	0.872689138818
20161129	68400	17.0	0.529411764706	0.83777813901
20161129	70200	25.0	0.8	0.920548422789
20161129	72000	19.0	0.736842105263	0.930171671008
20161129	73800	13.0	1.0	0.87730119343
20161130	25200	15.0	0.533333333333	0.942345155819
20161130	27000	19.0	0.684210526316	0.948752502791
20161130	28800	25.0	0.64	0.857617643843
20161130	30600	29.0	0.758620689655	0.894716466484
20161130	32400	35.0	0.657142857143	0.858209444829
20161130	34200	29.0	0.758620689655	0.868870574191
20161130	36000	15.0	0.866666666667	0.949069069069
20161130	37800	7.0	0.571428571429	0.935714285714
20161130	39600	11.0	0.727272727273	0.906204906205
20161130	41400	3.0	1.0	1.0
20161130	43200	13.0	0.538461538462	0.704786842321
20161130	45000	27.0	0.703703703704	0.894026040979
20161130	46800	21.0	0.619047619048	0.888115158847
20161130	48600	23.0	0.521739130435	0.713690091229
20161130	50400	33.0	0.787878787879	0.841986971868
20161130	52200	29.0	0.758620689655	0.823153567656
20161130	54000	21.0	0.761904761905	0.910450011127
20161130	55800	13.0	0.769230769231	0.924753451677
20161130	57600	17.0	0.588235294118	0.845714032219
20161130	59400	15.0	0.866666666667	0.924491129785
20161130	61200	13.0	0.769230769231	0.977197286766
20161130	63000	17.0	0.588235294118	0.891912735666
20161130	64800	17.0	0.764705882353	0.865171473995
20161130	66600	11.0	0.727272727273	0.85273263322
20161130	68400	15.0	0.4	0.713122605364
20161130	70200	15.0	0.8	0.853197105151
20161130	72000	21.0	0.666666666667	0.831210535496
20161130	73800	15.0	0.866666666667	0.923708701954
20161201	25200	21.0	0.809523809524	0.925203289909
20161201	27000	19.0	0.789473684211	0.89215050794
20161201	28800	21.0	0.619047619048	0.897158205932
20161201	30600	25.0	0.76	0.815793909794
20161201	32400	25.0	0.76	0.872957393484
20161201	34200	21.0	0.571428571429	0.752763931243
20161201	36000	15.0	0.866666666667	0.899047619048
20161201	37800	1.0	0.0	0.925
20161201	39600	7.0	0.714285714286	0.835600907029
20161201	41400	13.0	0.692307692308	0.971171296943
20161201	43200	13.0	0.769230769231	0.920888594164
20161201	45000	25.0	0.6	0.910203234054
20161201	46800	21.0	0.809523809524	0.882011682012
20161201	48600	27.0	0.518518518519	0.89738603664
20161201	50400	35.0	0.714285714286	0.822295669392
20161201	52200	33.0	0.787878787879	0.888072094812
20161201	54000	15.0	0.866666666667	0.92165855816
20161201	55800	11.0	0.727272727273	0.925553613054
20161201	57600	15.0	0.8	0.851666666667
20161201	59400	13.0	0.615384615385	0.945882806564
20161201	61200	15.0	0.666666666667	0.938908193908
20161201	63000	17.0	0.705882352941	0.892040986228
20161201	64800	15.0	0.933333333333	0.954505494505
20161201	66600	13.0	0.692307692308	0.847336289442
20161201	68400	17.0	0.588235294118	0.76267003265
20161201	70200	19.0	0.736842105263	0.937121073193
20161201	72000	17.0	0.882352941176	0.912879661669
20161201	73800	15.0	0.866666666667	0.898571428571
20161202	25200	17.0	0.764705882353	0.927711535064
20161202	27000	13.0	0.538461538462	0.953628383811
20161202	28800	29.0	0.551724137931	0.789189047425
20161202	30600	29.0	0.551724137931	0.896949528367
20161202	32400	25.0	0.68	0.882028341931
20161202	34200	17.0	0.705882352941	0.92604038759
20161202	36000	9.0	0.666666666667	0.945870870871
20161202	37800	9.0	0.666666666667	0.943369778525
20161202	39600	17.0	0.705882352941	0.869205304499
20161202	41400	19.0	0.684210526316	0.85313283208
20161202	43200	17.0	0.647058823529	0.90050112728
20161202	45000	25.0	0.52	0.866881723024
20161202	46800	25.0	0.64	0.895206764539
20161202	48600	21.0	0.619047619048	0.86265417818
20161202	50400	21.0	0.809523809524	0.885904219238
20161202	52200	3.0	0.666666666667	0.808333333333
20161202	54000	9.0	0.444444444444	0.948019959319
20161202	55800	21.0	0.714285714286	0.907628773732
20161202	57600	15.0	0.733333333333	0.952037037037
20161202	59400	15.0	0.333333333333	0.844091450473
20161202	61200	21.0	0.619047619048	0.780493443148
20161202	63000	21.0	0.761904761905	0.960776505724
20161202	64800	13.0	0.923076923077	0.978021978022
20161202	66600	9.0	0.666666666667	0.949735449735
20161202	68400	11.0	0.818181818182	0.871173531927
20161202	70200	11.0	0.636363636364	0.901315789474
20161202	72000	3.0	1.0	1.0
20161202	73800	13.0	0.615384615385	0.755836055836
20161205	25200	19.0	0.736842105263	0.919733865206
20161205	27000	21.0	0.571428571429	0.861982329839
20161205	28800	29.0	0.586206896552	0.846492751523
20161205	30600	15.0	0.666666666667	0.709364548495
20161205	32400	17.0	0.705882352941	0.782475939968
20161205	34200	21.0	0.666666666667	0.891073670848
20161205	36000	17.0	0.764705882353	0.922975756907
20161205	37800	9.0	0.666666666667	0.975480769231
20161205	39600	5.0	1.0	1.0
20161205	41400	3.0	0.666666666667	0.958333333333
20161205	43200	3.0	0.666666666667	0.988095238095
20161205	45000	3.0	1.0	0.777777777778
20161205	48600	1.0	0.0	0.925
20161205	50400	1.0	0.0	0.925
20161205	54000	5.0	0.8	0.90625
20161205	55800	5.0	1.0	1.0
20161205	57600	1.0	1.0	1.0
20161205	59400	1.0	1.0	1.0
20161205	61200	1.0	1.0	1.0
20161205	63000	3.0	0.666666666667	0.965811965812
20161205	64800	3.0	1.0	1.0
20161205	66600	1.0	0.0	0.928571428571
20161205	68400	3.0	1.0	1.0
20161205	70200	7.0	0.571428571429	0.748216326256
20161205	72000	11.0	0.454545454545	0.935075571439
20161205	73800	15.0	0.8	0.834419761525
20161206	25200	15.0	0.6	0.887193186218
20161206	27000	13.0	0.692307692308	0.852647352647
20161206	28800	15.0	0.4	0.848437847528
20161206	30600	23.0	0.739130434783	0.907177643104
20161206	32400	19.0	0.684210526316	0.852215161226
20161206	34200	5.0	1.0	0.886956521739
20161206	36000	5.0	0.6	0.966666666667
20161206	37800	5.0	1.0	0.973913043478
20161206	41400	3.0	1.0	0.880952380952
20161206	43200	3.0	1.0	0.866666666667
20161206	45000	5.0	0.4	0.902024291498
20161206	46800	7.0	0.428571428571	0.918926343926
20161206	48600	13.0	0.538461538462	0.900359131394
20161206	50400	19.0	0.842105263158	0.90724167594
20161206	52200	15.0	0.733333333333	0.856470985155
20161206	54000	7.0	0.857142857143	0.981203007519
20161206	55800	7.0	0.571428571429	0.93972697187
20161206	57600	7.0	0.857142857143	0.869047619048
20161206	68400	1.0	1.0	0.677419354839
20161206	70200	1.0	1.0	1.0
20161206	72000	9.0	0.444444444444	0.893209876543
20161206	73800	23.0	0.521739130435	0.905773875883
20161207	25200	21.0	0.714285714286	0.907659492214
20161207	27000	23.0	0.695652173913	0.896675426023
20161207	28800	25.0	0.76	0.820470788387
20161207	30600	29.0	0.724137931034	0.810115195868
20161207	32400	13.0	0.923076923077	0.916264730744
20161208	25200	5.0	0.8	0.97
20161208	27000	9.0	0.666666666667	0.973875661376
20161208	28800	9.0	0.666666666667	0.934362934363
20161208	30600	11.0	0.727272727273	0.969696969697
20161208	32400	7.0	0.571428571429	0.836236933798
